rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
161	SEC13	SEC13 homolog (S. cerevisiae)	1004	15	0	0	4	1	0	0	5	5	5	4.227540e-03	1	1.000000e-01	5.674963e-03	6.632131e-01
162	HSD17B11	hydroxysteroid (17-beta) dehydrogenase 11	927	1	0	1	1	1	0	1	3	3	3	6.877682e-04	1	7.610000e-01	5.696136e-03	6.632131e-01
163	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	3955	5	1	0	8	0	1	3	12	12	12	2.547693e-02	1	1.000000e-02	5.771063e-03	6.678146e-01
164	GAS8	growth arrest-specific 8	1561	0	1	0	2	0	0	2	4	4	4	1.607625e-02	1	1.080000e-02	6.036219e-03	6.942388e-01
165	GARNL3	GTPase activating Rap/RanGAP domain-like 3	3150	12	1	2	8	0	2	2	12	11	12	1.001020e-02	1	1.030000e-02	6.144877e-03	7.024526e-01
166	SMTNL2	smoothelin-like 2	1416	30	0	0	2	0	3	0	5	5	3	9.965932e-02	7.300000e-03	6.180000e-01	6.271412e-03	7.058077e-01
167	TET3	tet oncogene family member 3	5015	2	2	4	10	2	2	2	16	13	16	1.146885e-03	1	5.510000e-01	6.287068e-03	7.058077e-01
168	HIST1H3D	histone cluster 1, H3d	1195	0	0	0	5	1	0	0	6	6	4	2.156434e-01	3.500000e-03	5.959000e-01	6.335478e-03	7.058077e-01
169	INADL	InaD-like (Drosophila)	5574	14	0	3	15	1	0	2	18	17	17	6.028942e-03	1.070000e-01	9.790000e-01	6.345626e-03	7.058077e-01
170	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	2677	4	0	0	3	1	0	2	6	6	6	2.491779e-03	1	2.890000e-01	6.361325e-03	7.058077e-01
171	LINGO3	leucine rich repeat and Ig domain containing 3	1783	63	0	1	4	0	0	2	6	6	5	2.100022e-01	3.760000e-02	4.540000e-02	6.490514e-03	7.131654e-01
172	ZMYND8	zinc finger, MYND-type containing 8	3657	12	0	2	13	1	1	1	16	16	15	4.668149e-03	1.510000e-01	7.740000e-01	6.525548e-03	7.131654e-01
173	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1851	17	1	2	8	1	3	1	13	12	13	1.673654e-03	1	4.110000e-01	6.552477e-03	7.131654e-01
174	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	8244	0	0	6	11	0	2	3	16	16	15	3.116958e-02	7.200000e-02	2.730000e-01	6.578877e-03	7.131654e-01
175	ARRDC1	arrestin domain containing 1	1332	5	0	1	2	0	1	1	4	4	3	4.824557e-02	1.900000e-02	1.860000e-01	6.648330e-03	7.165761e-01
176	PTCD3	Pentatricopeptide repeat domain 3	2244	3	0	1	3	1	1	2	7	7	7	8.372497e-04	1	6.570000e-01	6.769489e-03	7.254892e-01
177	STAT2	signal transducer and activator of transcription 2, 113kDa	3583	7	1	1	4	0	0	1	5	5	4	9.060865e-01	1.110000e-02	2.715000e-02	6.935898e-03	7.380248e-01
178	OR6B1	olfactory receptor, family 6, subfamily B, member 1	936	9	0	1	2	1	0	1	4	4	4	3.203208e-02	1.040000e-01	1.310000e-01	6.964713e-03	7.380248e-01
179	KIAA1632	KIAA1632	7914	10	0	7	9	0	2	2	13	12	13	1.137205e-01	1	1.500000e-03	7.280227e-03	7.671488e-01
180	CEP152	centrosomal protein 152kDa	5067	2	0	1	3	1	2	0	6	5	6	3.950438e-03	1	2.140000e-01	7.327381e-03	7.678282e-01
181	ATF6	activating transcription factor 6	2075	7	0	0	5	1	0	1	7	7	7	9.340771e-04	1	7.720000e-01	7.450154e-03	7.763801e-01
182	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4	3170	3	0	2	2	0	1	1	4	4	3	3.984010e-01	1.890000e-02	1.068000e-01	7.603960e-03	7.837758e-01
183	CARD6	caspase recruitment domain family, member 6	3124	1	0	0	5	3	1	0	9	8	9	2.115489e-03	1	2.730000e-01	7.604229e-03	7.837758e-01
184	SLC4A2	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)	3856	20	1	1	12	1	0	0	13	13	13	7.375240e-03	1.210000e-01	8.740000e-01	7.724565e-03	7.840350e-01
185	ZW10	ZW10, kinetochore associated, homolog (Drosophila)	2402	13	0	2	3	0	0	0	3	3	2	9.751125e-01	5.300000e-03	3.670000e-02	7.735526e-03	7.840350e-01
186	SPOPL	speckle-type POZ protein-like	1219	8	0	0	3	1	0	0	4	4	3	6.507799e-02	1.500000e-02	6.700000e-01	7.742856e-03	7.840350e-01
187	EFS	embryonal Fyn-associated substrate	1706	7	0	1	5	2	0	0	7	7	7	4.714046e-03	1	1.050000e-01	7.773012e-03	7.840350e-01
188	ACVR2A	activin A receptor, type IIA	1582	2	0	0	6	0	0	2	8	8	7	1.435635e-02	5.600000e-02	2.950000e-01	7.941897e-03	7.958793e-01
189	TRA2B	transformer 2 beta homolog (Drosophila)	899	11	0	0	4	0	2	0	6	6	6	2.019645e-02	6.100000e-02	2.160000e-01	7.975558e-03	7.958793e-01
190	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	2865	3	0	0	10	1	0	1	12	12	12	1.015836e-03	1	9.270000e-01	8.017022e-03	7.958793e-01
191	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	1241	5	0	0	1	0	0	1	2	2	2	5.486247e-02	1	1.000000e-02	8.161983e-03	8.060279e-01
192	ZNF546	zinc finger protein 546	2531	23	0	1	11	2	0	1	14	12	14	1.967728e-03	1	4.340000e-01	8.257172e-03	8.111812e-01
193	CHRM1	cholinergic receptor, muscarinic 1	1387	42	0	1	6	0	0	0	6	6	6	5.944087e-02	1	2.500000e-03	8.429105e-03	8.221182e-01
194	AP1S3	adaptor-related protein complex 1, sigma 3 subunit	481	8	0	0	4	0	0	0	4	4	2	8.455674e-03	NaN	NaN	8.455674e-03	8.221182e-01
195	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	2917	1	0	0	4	0	4	0	8	8	8	1.092774e-03	1	7.960000e-01	8.544436e-03	8.264880e-01
196	USP42	ubiquitin specific peptidase 42	2985	0	0	0	3	0	1	2	6	6	6	4.455980e-03	1	2.200000e-01	8.688942e-03	8.361776e-01
197	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	239	4	0	0	0	2	0	0	2	2	1	2.345209e-02	2.480000e-01	4.800000e-02	8.768474e-03	8.377519e-01
198	S100A7	S100 calcium binding protein A7	316	6	0	0	0	0	1	0	1	1	1	8.828792e-03	NaN	NaN	8.828792e-03	8.377519e-01
199	MATN4	matrilin 4	1901	6	0	2	4	0	1	0	5	5	5	4.104611e-01	1	1.300000e-04	8.872799e-03	8.377519e-01
200	EML2	echinoderm microtubule associated protein like 2	2024	0	0	1	4	0	1	1	6	6	5	3.939936e-02	4.400000e-02	3.200000e-01	8.882959e-03	8.377519e-01
201	PSIP1	PC4 and SFRS1 interacting protein 1	1678	0	0	0	3	2	0	2	7	7	7	5.573462e-03	1	1.530000e-01	8.958273e-03	8.394336e-01
202	MSH5	mutS homolog 5 (E. coli)	2655	2	0	0	4	1	2	0	7	7	7	2.009249e-03	1	5.260000e-01	9.037076e-03	8.394336e-01
203	FCHO1	FCH domain only 1	2788	2	0	1	6	1	1	1	9	9	9	2.336609e-02	1	2.300000e-02	9.056934e-03	8.394336e-01
204	PEX11G	peroxisomal biogenesis factor 11 gamma	744	4	0	0	1	1	1	0	3	3	3	3.577040e-03	1	2.640000e-01	9.186907e-03	8.394336e-01
205	WDR44	WD repeat domain 44	2818	13	0	1	10	0	2	0	12	12	12	2.653598e-03	1	2.570000e-01	9.213091e-03	8.394336e-01
206	JAK1	Janus kinase 1 (a protein tyrosine kinase)	3561	2	0	4	6	2	1	4	13	12	13	3.465332e-03	1	2.880000e-01	9.263827e-03	8.394336e-01
207	SLC25A19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	987	25	0	1	2	1	0	0	3	3	3	2.729076e-02	1	3.300000e-02	9.275855e-03	8.394336e-01
208	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)	3022	9	1	2	6	1	0	0	7	7	5	5.602076e-01	1.100000e-03	9.995000e-01	9.300416e-03	8.394336e-01
209	TYRP1	tyrosinase-related protein 1	1642	15	0	1	5	1	0	2	8	8	7	3.270790e-02	6.400000e-02	2.290000e-01	9.339025e-03	8.394336e-01
210	TRAPPC10	trafficking protein particle complex 10	3868	6	0	1	9	1	0	1	11	11	11	8.713709e-03	1	8.000000e-02	9.345831e-03	8.394336e-01
211	EPHX3	epoxide hydrolase 3	1111	46	0	0	4	0	1	0	5	5	5	2.638395e-03	1	4.080000e-01	9.486187e-03	8.448969e-01
212	ZNF716	zinc finger protein 716	1501	14	0	1	10	3	0	0	13	12	11	2.202914e-01	2.212000e-01	5.100000e-03	9.496244e-03	8.448969e-01
213	SAMD14	sterile alpha motif domain containing 14	1378	7	0	1	9	0	1	0	10	10	10	2.000443e-03	1	3.070000e-01	9.554101e-03	8.460538e-01
214	CDK19	cyclin-dependent kinase 19	1559	9	0	0	4	0	0	0	4	4	3	5.207068e-01	2.960000e-02	6.800000e-03	9.603734e-03	8.464749e-01
215	IL25	interleukin 25	549	9	0	0	2	0	0	0	2	2	2	1.275097e-01	1.000000e-02	1.953250e-01	9.773275e-03	8.574117e-01
216	IL31RA	interleukin 31 receptor A	2355	14	0	1	5	1	2	0	8	8	8	2.749102e-03	1	3.610000e-01	9.941171e-03	8.681035e-01
217	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	3262	2	0	0	8	3	1	2	14	14	14	1.329263e-03	1	5.960000e-01	1.013315e-02	8.807667e-01
218	BLK	B lymphoid tyrosine kinase	1565	10	0	1	7	0	0	0	7	7	7	1.077642e-02	1	2.800000e-02	1.017957e-02	8.807667e-01
219	TUBD1	tubulin, delta 1	1506	2	1	1	13	0	0	0	13	13	13	9.097597e-03	2.480000e-01	3.990000e-01	1.024683e-02	8.825374e-01
220	KLF4	Kruppel-like factor 4 (gut)	1456	22	0	2	6	0	0	0	6	6	5	5.420494e-01	1.500000e-03	4.615000e-01	1.030417e-02	8.834424e-01
221	ADORA3	adenosine A3 receptor	1784	13	1	1	6	1	0	0	7	7	7	1.009787e-02	9.100000e-02	9.870000e-01	1.049067e-02	8.953619e-01
222	LRRC43	leucine rich repeat containing 43	2312	34	1	3	3	0	3	2	8	8	7	1.652452e-02	1.100000e-01	4.640000e-01	1.062991e-02	9.031596e-01
223	GLT6D1	glycosyltransferase 6 domain containing 1	847	2	2	0	6	0	0	2	8	8	7	8.116760e-03	1.460000e-01	9.880000e-01	1.068068e-02	9.034032e-01
224	ESF1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)	2849	0	0	0	9	2	1	2	14	13	14	2.572807e-03	1	3.530000e-01	1.085030e-02	9.037130e-01
225	SLC28A2	solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	2045	7	0	1	3	1	1	0	5	5	5	9.860047e-03	1	1.240000e-01	1.085925e-02	9.037130e-01
226	PLS3	plastin 3 (T isoform)	1953	11	0	1	9	1	0	2	12	11	12	1.442812e-03	1	8.590000e-01	1.088048e-02	9.037130e-01
227	FBRSL1	fibrosin-like 1	3202	0	0	2	4	2	1	2	9	9	8	2.416358e-02	5.600000e-02	9.940000e-01	1.092627e-02	9.037130e-01
228	BRD7	bromodomain containing 7	2025	2	0	0	3	1	0	0	4	4	3	2.244146e-01	1.130000e-02	1.591000e-01	1.098428e-02	9.037130e-01
229	KRT79	keratin 79	1642	18	0	2	4	0	0	0	4	4	3	7.791248e-01	3.720000e-02	1.560000e-02	1.112545e-02	9.037130e-01
230	KRT6B	keratin 6B	1729	21	0	2	6	0	0	2	8	8	7	4.073684e-03	2.720000e-01	9.950000e-01	1.135356e-02	9.037130e-01
231	DNASE1L3	deoxyribonuclease I-like 3	952	2	1	2	4	0	1	0	5	5	4	5.627305e-02	2.300000e-02	5.390000e-01	1.137928e-02	9.037130e-01
232	ATP8B1	ATPase, class I, type 8B, member 1	3864	1	0	1	4	0	2	0	6	6	6	8.866525e-03	1	8.300000e-02	1.141606e-02	9.037130e-01
233	KLHDC2	kelch domain containing 2	1269	17	0	0	4	3	0	0	7	7	7	1.532565e-03	1	5.390000e-01	1.146483e-02	9.037130e-01
234	TRPM8	transient receptor potential cation channel, subfamily M, member 8	3415	2	0	3	7	1	4	0	12	11	11	1.140466e-02	1.020000e-01	7.320000e-01	1.151060e-02	9.037130e-01
235	WDR47	WD repeat domain 47	2840	2	0	0	7	0	0	1	8	7	7	8.609892e-02	2.500000e-02	4.430000e-01	1.157631e-02	9.037130e-01
236	MRGPRX4	MAS-related GPR, member X4	971	26	0	0	6	0	0	1	7	7	6	8.428281e-03	1.480000e-01	4.610000e-01	1.158292e-02	9.037130e-01
237	CAPN2	calpain 2, (m/II) large subunit	2188	39	0	3	7	0	1	1	9	8	9	1.184176e-01	1	5.100000e-03	1.158594e-02	9.037130e-01
238	TTC15	tetratricopeptide repeat domain 15	2252	10	0	1	7	0	1	1	9	9	9	2.264773e-03	1	5.730000e-01	1.158659e-02	9.037130e-01
239	EML5	echinoderm microtubule associated protein like 5	6102	5	0	3	18	3	3	1	25	23	25	3.036426e-03	1	2.410000e-01	1.158816e-02	9.037130e-01
240	CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	2768	5	0	1	6	0	2	0	8	8	8	1.557497e-03	1	8.250000e-01	1.162621e-02	9.037130e-01
241	ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	9007	43	5	4	18	2	2	4	26	26	26	1.572449e-03	1	4.990000e-01	1.172280e-02	9.037130e-01
242	FSHR	follicle stimulating hormone receptor	2125	15	1	2	7	4	0	0	11	11	11	1.682214e-02	8.300000e-02	8.250000e-01	1.177979e-02	9.037130e-01
243	LRRC16B	leucine rich repeat containing 16B	4277	2	0	5	8	0	2	2	12	12	12	5.409662e-03	1	2.040000e-01	1.180397e-02	9.037130e-01
244	NCOA6	nuclear receptor coactivator 6	6244	4	0	4	10	6	0	1	17	17	17	6.716882e-03	1	1.120000e-01	1.184824e-02	9.037130e-01
245	COL5A3	collagen, type V, alpha 3	5504	0	1	3	11	4	2	0	17	17	17	1.598776e-03	1	9.890000e-01	1.189252e-02	9.037130e-01
246	C3orf70	chromosome 3 open reading frame 70	757	8	0	0	6	0	0	0	6	6	3	2.025175e-02	4.000000e-02	8.310000e-01	1.189968e-02	9.037130e-01
247	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1	2480	14	0	2	5	0	1	2	8	7	7	2.983346e-02	4.200000e-02	7.870000e-01	1.197122e-02	9.037130e-01
248	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	2558	5	0	0	7	1	0	0	8	8	8	1.615312e-03	1	6.250000e-01	1.199891e-02	9.037130e-01
249	PLIN2	perilipin 2	1342	39	0	2	3	0	0	0	3	3	3	2.653658e-01	1	4.000000e-03	1.202088e-02	9.037130e-01
250	ANKRD37	ankyrin repeat domain 37	496	43	0	0	3	0	0	0	3	3	1	1.743565e-01	2.500000e-02	1.448000e-01	1.203877e-02	9.037130e-01
251	SLC6A11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	1955	0	0	1	2	1	2	1	6	6	6	3.813536e-03	1	3.870000e-01	1.205837e-02	9.037130e-01
252	OR52N2	olfactory receptor, family 52, subfamily N, member 2	965	26	0	1	3	1	0	0	4	4	2	1.403862e-01	8.400000e-03	8.807000e-01	1.208349e-02	9.037130e-01
253	CA14	carbonic anhydrase XIV	1054	2	0	0	2	1	2	0	5	4	5	1.472460e-02	1	7.900000e-02	1.212169e-02	9.037130e-01
254	HPD	4-hydroxyphenylpyruvate dioxygenase	1315	16	0	2	6	0	2	0	8	8	8	9.385914e-03	1	1.060000e-01	1.217367e-02	9.040149e-01
255	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	2916	4	1	2	3	1	4	0	8	8	8	1.693217e-03	1	5.650000e-01	1.249785e-02	9.205517e-01
256	ZBTB48	zinc finger and BTB domain containing 48	3077	2	0	0	3	0	0	2	5	5	5	1.554361e-02	1	8.300000e-02	1.250446e-02	9.205517e-01
257	EIF3C	eukaryotic translation initiation factor 3, subunit C	7415	1	1	0	1	0	2	0	3	3	3	1.258140e-02	NaN	NaN	1.258140e-02	9.205517e-01
258	C1orf9	chromosome 1 open reading frame 9	3857	2	2	0	7	4	0	2	13	13	13	4.037626e-03	1	1.870000e-01	1.259158e-02	9.205517e-01
259	ABCG2	ATP-binding cassette, sub-family G (WHITE), member 2	2028	3	0	3	6	2	0	1	9	8	8	1.979824e-02	7.900000e-02	8.520000e-01	1.268411e-02	9.223169e-01
260	CCNT1	cyclin T1	2215	2	0	1	8	1	1	0	10	9	10	1.202010e-02	1	6.000000e-02	1.273785e-02	9.223169e-01
261	FGF18	fibroblast growth factor 18	640	17	0	1	6	0	0	0	6	6	6	1.734758e-03	1	7.800000e-01	1.276242e-02	9.223169e-01
262	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	1993	2	0	1	4	0	1	1	6	6	6	5.872906e-03	1	1.610000e-01	1.293457e-02	9.303775e-01
263	CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	4547	0	1	0	9	2	1	1	13	13	12	1.526573e-02	1.010000e-01	7.030000e-01	1.308798e-02	9.303775e-01
264	TRAF3	TNF receptor-associated factor 3	1747	2	0	1	3	2	2	1	8	6	8	1.678095e-02	1	8.300000e-02	1.314789e-02	9.303775e-01
265	B2M	beta-2-microglobulin	374	30	0	0	5	0	0	0	5	5	5	1.796707e-03	1	7.130000e-01	1.315513e-02	9.303775e-01
266	USP15	ubiquitin specific peptidase 15	2941	0	0	1	5	0	1	2	8	8	8	8.516522e-03	1	1.680000e-01	1.315689e-02	9.303775e-01
267	TSC22D1	TSC22 domain family, member 1	3357	7	0	2	5	3	0	0	8	7	8	5.486207e-03	1	2.740000e-01	1.327658e-02	9.303775e-01
268	PLA2G4D	phospholipase A2, group IVD (cytosolic)	2535	8	0	0	3	0	3	0	6	6	6	1.823727e-03	1	7.100000e-01	1.332574e-02	9.303775e-01
269	RCC2	regulator of chromosome condensation 2	1619	11	0	2	7	1	0	0	8	6	7	2.946364e-01	3.750000e-02	1.595000e-01	1.334478e-02	9.303775e-01
270	ZNF230	zinc finger protein 230	1441	3	0	0	5	1	0	2	8	8	7	6.306861e-02	8.800000e-02	2.660000e-01	1.335893e-02	9.303775e-01
271	KDELC2	KDEL (Lys-Asp-Glu-Leu) containing 2	1554	5	0	1	6	2	0	0	8	8	8	6.959330e-03	1	1.520000e-01	1.336721e-02	9.303775e-01
272	TMEM132C	transmembrane protein 132C	3359	0	0	3	14	0	1	0	15	15	14	9.983575e-01	3.554000e-01	9.000000e-04	1.347213e-02	9.327784e-01
273	SLC26A9	solute carrier family 26, member 9	2750	24	2	1	9	1	0	0	10	10	9	2.856534e-01	9.860000e-02	5.600000e-03	1.353370e-02	9.327784e-01
274	FBXO18	F-box protein, helicase, 18	3773	1	0	1	9	2	2	0	13	11	13	1.859350e-03	1	7.410000e-01	1.355006e-02	9.327784e-01
275	KIAA1109	KIAA1109	15352	2	0	4	26	9	4	1	40	36	40	5.270485e-03	1	7.200000e-02	1.368960e-02	9.389572e-01
276	HMBS	hydroxymethylbilane synthase	1138	2	0	1	2	0	0	1	3	3	2	2.797733e-01	6.800000e-03	8.477000e-01	1.382062e-02	9.430739e-01
277	CCDC82	coiled-coil domain containing 82	2810	17	1	0	8	1	0	1	10	10	10	1.324367e-02	1.160000e-01	4.430000e-01	1.384962e-02	9.430739e-01
278	OR2B6	olfactory receptor, family 2, subfamily B, member 6	940	8	0	1	3	0	0	0	3	3	3	3.822963e-01	6.200000e-03	7.007000e-01	1.411605e-02	9.577590e-01
279	TMEM87B	transmembrane protein 87B	1740	62	0	1	2	1	0	0	3	3	2	3.660074e-01	5.200000e-03	9.715000e-01	1.428266e-02	9.655898e-01
280	PBRM1	polybromo 1	5447	0	0	0	6	2	1	2	11	11	11	1.995003e-03	1	9.230000e-01	1.439815e-02	9.671532e-01
281	OSBPL1A	oxysterol binding protein-like 1A	2961	0	0	0	6	2	2	0	10	10	9	4.621853e-03	3.570000e-01	8.280000e-01	1.440834e-02	9.671532e-01
282	WBP11	WW domain binding protein 11	2425	0	0	1	3	0	1	0	4	4	4	3.127186e-02	1	3.600000e-02	1.463199e-02	9.768089e-01
283	FAM107B	family with sequence similarity 107, member B	937	52	0	1	5	0	2	0	7	7	6	3.346894e-02	5.800000e-02	3.700000e-01	1.468735e-02	9.768089e-01
284	CTTN	cortactin	2127	4	4	1	7	0	5	1	13	10	13	6.215400e-03	1	2.240000e-01	1.470755e-02	9.768089e-01
285	EWSR1	Ewing sarcoma breakpoint region 1	2269	3	1	0	2	2	0	1	5	5	5	3.506827e-03	1	4.110000e-01	1.479197e-02	9.771375e-01
286	TNC	tenascin C (hexabrachion)	6710	22	0	7	19	2	1	1	23	23	23	7.861143e-03	2.100000e-01	7.560000e-01	1.484746e-02	9.771375e-01
287	EP300	E1A binding protein p300	7366	4	1	2	20	5	0	0	25	22	25	2.077674e-03	1	9.100000e-01	1.491044e-02	9.771375e-01
288	ATL3	atlastin GTPase 3	1674	26	0	1	3	0	0	2	5	5	4	3.850324e-01	2.520000e-02	1.500000e-01	1.491971e-02	9.771375e-01
289	ILF2	interleukin enhancer binding factor 2, 45kDa	1227	8	0	0	5	1	0	0	6	6	6	2.099335e-03	1	8.850000e-01	1.504411e-02	9.818758e-01
290	LAMB3	laminin, beta 3	3607	1	0	5	7	1	2	0	10	10	10	3.092469e-02	5.000000e-02	6.170000e-01	1.525637e-02	9.922956e-01
291	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	1809	0	0	2	6	0	1	0	7	7	6	1.511078e-01	9.020000e-02	6.260000e-02	1.542248e-02	9.980641e-01
292	VWF	von Willebrand factor	8644	4	0	5	14	2	2	0	18	18	17	4.872427e-02	1.560000e-01	1.540000e-01	1.561711e-02	9.980641e-01
293	KIF1B	kinesin family member 1B	6984	0	4	0	13	0	0	1	14	14	12	7.322799e-01	2.800000e-03	7.726000e-01	1.564311e-02	9.980641e-01
294	SF3B3	splicing factor 3b, subunit 3, 130kDa	3924	8	0	2	1	0	0	2	3	3	2	7.373919e-01	3.000000e-03	2.473000e-01	1.573693e-02	9.980641e-01
295	GRM2	glutamate receptor, metabotropic 2	2635	1	0	0	1	0	1	0	2	2	2	1.573984e-02	NaN	NaN	1.573984e-02	9.980641e-01
296	FAM193A	family with sequence similarity 193, member A	3743	5	0	3	5	3	0	2	10	9	10	9.038006e-03	1	2.240000e-01	1.574999e-02	9.980641e-01
297	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	1402	17	1	1	8	0	0	0	8	8	8	8.757008e-03	1	5.100000e-02	1.575739e-02	9.980641e-01
298	SGK2	serum/glucocorticoid regulated kinase 2	1328	5	4	0	5	0	1	0	6	6	6	6.159223e-02	2.600000e-02	9.470000e-01	1.576838e-02	9.980641e-01
299	PRDM1	PR domain containing 1, with ZNF domain	2513	9	0	1	11	0	0	0	11	11	11	2.259774e-03	1	6.100000e-01	1.602743e-02	1
300	HOXA6	homeobox A6	708	35	0	1	4	1	0	0	5	4	4	5.266880e-02	3.800000e-02	8.550000e-01	1.605779e-02	1
301	NOV	nephroblastoma overexpressed gene	1090	11	2	0	4	1	1	0	6	6	6	4.297674e-03	1	4.170000e-01	1.605849e-02	1
302	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	5726	11	6	1	10	4	3	7	24	24	24	2.276434e-03	1	8.470000e-01	1.612886e-02	1
303	EPHB2	EPH receptor B2	3024	0	0	4	5	0	1	2	8	8	7	1.343960e-01	2.700000e-02	1.950000e-01	1.617934e-02	1
304	KIF5B	kinesin family member 5B	2992	1	0	1	10	2	1	2	15	14	15	3.793588e-03	1	5.240000e-01	1.624250e-02	1
305	NUMA1	nuclear mitotic apparatus protein 1	6448	0	1	2	7	2	1	2	12	12	12	6.507073e-03	1	2.470000e-01	1.641190e-02	1
306	MED17	mediator complex subunit 17	2000	0	1	0	1	2	0	0	3	3	2	1.011875e-01	2.000000e-02	6.980000e-01	1.643790e-02	1
307	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	1553	8	1	1	0	2	0	1	3	3	3	1.072999e-02	1	2.130000e-01	1.644455e-02	1
308	TRIB1	tribbles homolog 1 (Drosophila)	1127	72	0	0	8	0	0	1	9	7	9	2.345226e-03	1	4.400000e-01	1.654644e-02	1
309	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	3033	1	0	0	4	2	1	1	8	8	8	3.982093e-03	1	5.030000e-01	1.654782e-02	1
310	PPY	pancreatic polypeptide	298	6	0	0	0	1	1	0	2	2	2	1.664411e-02	NaN	NaN	1.664411e-02	1
311	PYCARD	PYD and CARD domain containing	598	10	0	0	2	1	0	0	3	3	3	6.386900e-03	1	2.440000e-01	1.669355e-02	1
312	PCDHA10	protocadherin alpha 10	14730	1	0	2	6	1	0	0	7	7	5	8.787009e-01	1.700000e-03	1	1.671140e-02	1
313	KHDC1	KH homology domain containing 1	507	0	0	0	1	0	0	1	2	2	2	4.026524e-02	1	2.100000e-02	1.673047e-02	1
314	CCDC102B	coiled-coil domain containing 102B	1623	1	0	3	5	1	1	2	9	9	8	1.315211e-01	9.000000e-03	6.297000e-01	1.675997e-02	1
315	DYSF	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	6716	2	2	5	10	0	5	1	16	16	16	5.785263e-03	1	3.190000e-01	1.681300e-02	1
316	JUN	jun oncogene	996	21	0	1	1	1	0	2	4	4	4	1.031490e-02	1	1.330000e-01	1.683560e-02	1
317	SORT1	sortilin 1	2574	6	0	0	4	1	0	1	6	6	6	6.216050e-03	1	2.760000e-01	1.691133e-02	1
318	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3	4878	1	1	2	10	3	0	1	14	14	13	6.547898e-02	1.200000e-01	2.190000e-01	1.701445e-02	1
319	GALNTL6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	1850	3	1	3	1	0	1	2	4	4	3	7.378788e-01	6.400000e-03	4.890000e-01	1.708836e-02	1
320	MYH6	myosin, heavy chain 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	5970	6	0	2	12	2	1	1	16	16	15	1.190743e-02	1.740000e-01	5.620000e-01	1.712460e-02	1
321	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2	452	28	0	0	2	0	1	0	3	3	3	2.465480e-03	1	3.850000e-01	1.727160e-02	1
322	BOLA1	bolA homolog 1 (E. coli)	418	1	0	1	2	0	0	1	3	3	3	6.892700e-02	1	1.630000e-02	1.728425e-02	1
323	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	3811	4	0	1	4	2	0	0	6	6	5	2.328209e-01	2.010000e-02	3.856000e-01	1.756529e-02	1
324	C18orf10	chromosome 18 open reading frame 10	927	0	0	0	1	0	0	1	2	2	2	1.009099e-01	1	1.500000e-02	1.761485e-02	1
325	REV1	REV1 homolog (S. cerevisiae)	3844	1	0	2	3	1	1	1	6	6	5	1.341282e-01	1.500000e-02	9.090000e-01	1.776839e-02	1
