rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
178	RGN	regucalcin (senescence marker protein-30)	924	90	0	0	1	0	0	1	2	2	2	6.986139e-02	1	1.610000e-02	2.305550e-02	1
179	C11orf85	chromosome 11 open reading frame 85	686	17	0	0	1	0	0	1	2	2	2	2.314559e-02	NaN	NaN	2.314559e-02	1
180	ZNF608	zinc finger protein 608	4572	14	0	0	1	1	0	1	3	3	3	7.290418e-03	1	4.780000e-01	2.320660e-02	1
181	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	1201	8	0	0	2	0	0	0	2	2	2	1.466167e-01	1	1.800000e-02	2.339874e-02	1
182	DNAH10	dynein, axonemal, heavy chain 10	13726	16	0	5	9	1	1	2	13	13	13	3.528577e-03	1	9.220000e-01	2.345396e-02	1
183	PLOD1	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	2258	0	0	0	0	1	0	0	1	1	1	2.365055e-02	NaN	NaN	2.365055e-02	1
184	WASF3	WAS protein family, member 3	1541	25	0	0	1	1	0	0	2	2	2	2.948111e-02	1	1.200000e-01	2.367193e-02	1
185	TRIM6	tripartite motif-containing 6	1579	16	0	0	2	1	0	0	3	3	3	6.117799e-02	1	5.400000e-02	2.391001e-02	1
186	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U-like 1	2806	0	0	0	0	0	1	1	2	2	2	2.392221e-02	NaN	NaN	2.392221e-02	1
187	PTPRE	protein tyrosine phosphatase, receptor type, E	2218	1	0	0	4	0	1	0	5	5	4	8.164247e-02	4.500000e-02	8.660000e-01	2.427169e-02	1
188	USPL1	ubiquitin specific peptidase like 1	3311	1	0	0	4	0	0	2	6	5	6	2.181796e-02	1	1.650000e-01	2.446854e-02	1
189	NAV3	neuron navigator 3	7245	2	1	1	5	0	0	2	7	7	7	3.455685e-01	1	2.500000e-03	2.479073e-02	1
190	FAM190A	family with sequence similarity 190, member A	2769	4	0	0	0	2	1	0	3	3	3	8.272293e-03	1	4.140000e-01	2.482125e-02	1
191	ETFB	electron-transfer-flavoprotein, beta polypeptide	1510	4	0	0	2	0	0	0	2	2	2	3.795344e-01	1.000000e-02	4.232000e-01	2.495051e-02	1
192	CASZ1	castor zinc finger 1	5354	1	0	0	2	0	1	2	5	5	5	3.833754e-03	1	6.330000e-01	2.516442e-02	1
193	THUMPD2	THUMP domain containing 2	1550	35	0	0	3	0	0	0	3	3	3	3.047478e-01	1.170000e-02	2.478000e-01	2.519818e-02	1
194	AKT2	v-akt murine thymoma viral oncogene homolog 2	1498	26	0	0	1	0	0	1	2	2	2	9.423031e-02	1	2.800000e-02	2.532949e-02	1
195	PHIP	pleckstrin homology domain interacting protein	5622	7	0	0	3	0	0	0	3	3	3	6.828345e-01	1.330000e-02	1.444000e-01	2.548892e-02	1
196	MOSC1	MOCO sulphurase C-terminal domain containing 1	1038	15	0	1	2	0	1	1	4	4	4	3.897386e-03	1	9.920000e-01	2.551794e-02	1
197	SETD6	SET domain containing 6	1452	12	0	0	1	0	1	0	2	2	2	1.148948e-02	1	2.480000e-01	2.594973e-02	1
198	DNTTIP2	deoxynucleotidyltransferase, terminal, interacting protein 2	2299	8	0	0	2	0	1	0	3	3	3	1.244391e-01	1	2.800000e-02	2.598670e-02	1
199	PARP9	poly (ADP-ribose) polymerase family, member 9	3062	2	0	0	1	1	0	1	3	3	3	3.381894e-02	1	1.100000e-01	2.603412e-02	1
200	ASXL2	additional sex combs like 2 (Drosophila)	4352	12	0	1	7	1	0	0	8	8	8	4.001251e-03	1	4.350000e-01	2.609275e-02	1
201	SNAP23	synaptosomal-associated protein, 23kDa	664	11	0	0	2	0	0	0	2	2	2	4.010366e-03	1	5.780000e-01	2.614306e-02	1
202	GAS6	growth arrest-specific 6	2093	15	0	0	2	0	1	1	4	4	4	4.020294e-03	1	9.380000e-01	2.619784e-02	1
203	C20orf123	chromosome 20 open reading frame 123	1711	0	0	0	1	2	0	0	3	3	3	7.712612e-03	1	4.730000e-01	2.673859e-02	1
204	RPL18	ribosomal protein L18	626	40	0	0	0	0	2	0	2	2	2	2.674555e-02	NaN	NaN	2.674555e-02	1
205	BMP2	bone morphogenetic protein 2	1199	0	0	1	0	2	0	0	2	2	2	3.193753e-02	1	1.190000e-01	2.674632e-02	1
206	CCDC126	coiled-coil domain containing 126	429	29	0	0	0	0	1	0	1	1	1	2.689446e-02	NaN	NaN	2.689446e-02	1
207	TULP4	tubby like protein 4	4684	17	0	1	3	1	1	0	5	5	5	4.190506e-02	1	7.700000e-02	2.690361e-02	1
208	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2	1978	25	0	0	0	0	3	0	3	3	3	4.155124e-03	1	3.950000e-01	2.693938e-02	1
209	KCNV2	potassium channel, subfamily V, member 2	1644	16	0	1	3	0	0	0	3	3	3	1.495613e-01	1	9.900000e-03	2.711797e-02	1
210	NCCRP1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	850	101	0	0	1	1	0	0	2	2	2	3.526471e-02	1	1.160000e-01	2.716606e-02	1
211	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	2326	3	0	0	1	1	1	0	3	3	3	4.211877e-03	1	5.170000e-01	2.725020e-02	1
212	ZBTB24	zinc finger and BTB domain containing 24	2168	12	0	0	1	1	0	0	2	2	2	2.442868e-02	1	1.640000e-01	2.732831e-02	1
213	ACTN4	actinin, alpha 4	2818	6	1	1	4	0	0	3	7	7	7	1.434682e-02	1	1.890000e-01	2.736192e-02	1
214	OSR2	odd-skipped related 2 (Drosophila)	948	15	0	0	1	1	0	0	2	2	2	1.721136e-02	1	1.170000e-01	2.755908e-02	1
215	GLS	glutaminase	2078	2	0	0	0	1	0	0	1	1	1	2.772821e-02	NaN	NaN	2.772821e-02	1
216	FAM55C	family with sequence similarity 55, member C	1696	58	0	0	4	0	0	1	5	5	5	4.304088e-03	1	4.310000e-01	2.775358e-02	1
217	DUSP18	dual specificity phosphatase 18	571	2	0	1	2	1	0	0	3	3	3	1.088912e-02	1	3.610000e-01	2.803417e-02	1
218	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	5529	3	0	1	4	0	1	0	5	5	5	7.931249e-02	1	4.200000e-02	2.806972e-02	1
219	ALPK1	alpha-kinase 1	3795	11	0	1	3	0	0	0	3	3	3	1.248806e-01	1	2.600000e-02	2.811664e-02	1
220	KBTBD5	kelch repeat and BTB (POZ) domain containing 5	1888	5	0	0	2	0	0	0	2	2	2	5.166216e-02	1	7.200000e-02	2.822776e-02	1
221	APTX	aprataxin	1110	39	0	0	4	0	0	0	4	4	4	4.399118e-03	1	7.760000e-01	2.827028e-02	1
222	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	2407	7	0	0	3	1	1	0	5	5	5	4.435027e-03	1	5.940000e-01	2.846499e-02	1
223	HERC4	hect domain and RLD 4	3270	5	0	0	0	0	0	2	2	2	2	1.352541e-02	1	3.270000e-01	2.854533e-02	1
224	TAAR5	trace amine associated receptor 5	1018	35	0	0	1	0	0	1	2	2	2	4.239549e-02	1	8.000000e-02	2.855435e-02	1
225	SEMA5A	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	3309	11	0	0	5	0	0	0	5	5	5	9.480101e-02	1	4.000000e-02	2.857666e-02	1
226	MTRF1	mitochondrial translational release factor 1	1374	24	0	0	2	2	0	0	4	4	4	4.550618e-03	1	6.200000e-01	2.908979e-02	1
227	WFDC5	WAP four-disulfide core domain 5	386	11	0	0	2	0	0	0	2	2	2	2.919191e-02	NaN	NaN	2.919191e-02	1
228	BATF2	basic leucine zipper transcription factor, ATF-like 2	833	16	0	0	0	1	0	0	1	1	1	2.939560e-02	NaN	NaN	2.939560e-02	1
229	MTM1	myotubularin 1	1868	8	0	0	1	0	0	1	2	2	2	8.931246e-03	1	4.360000e-01	2.944972e-02	1
230	MATN4	matrilin 4	1901	22	0	1	2	0	0	0	2	2	2	1.617327e-01	1	2.100000e-02	2.984063e-02	1
231	MBD6	methyl-CpG binding domain protein 6	3056	2	0	0	0	0	0	1	1	1	1	2.989620e-02	NaN	NaN	2.989620e-02	1
232	MEA1	male-enhanced antigen 1	573	83	0	0	2	0	0	1	3	3	3	4.746645e-03	1	7.480000e-01	3.014270e-02	1
233	KIAA1586	KIAA1586	2376	39	0	0	3	2	0	0	5	5	5	8.833489e-03	1	4.500000e-01	3.106842e-02	1
234	KRTAP24-1	keratin associated protein 24-1	767	0	0	0	0	0	0	1	1	1	1	3.140482e-02	NaN	NaN	3.140482e-02	1
235	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	3043	5	0	0	2	0	0	1	3	3	3	5.425069e-02	1	7.300000e-02	3.144423e-02	1
236	SRPK1	SFRS protein kinase 1	2028	4	0	0	3	0	0	0	3	3	3	2.442155e-01	1	7.800000e-03	3.152559e-02	1
237	FSD2	fibronectin type III and SPRY domain containing 2	2300	48	0	0	2	0	0	0	2	2	2	3.355924e-01	1	1.090000e-02	3.167101e-02	1
238	CPT1B	carnitine palmitoyltransferase 1B (muscle)	3147	25	0	3	4	0	1	0	5	4	5	1.919266e-02	1	1.930000e-01	3.184540e-02	1
239	C1orf130	chromosome 1 open reading frame 130	321	100	0	0	1	0	1	0	2	2	2	3.194819e-02	NaN	NaN	3.194819e-02	1
240	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	1607	27	0	0	2	0	1	0	3	3	3	3.341518e-02	1	1.220000e-01	3.226270e-02	1
241	KCNT2	potassium channel, subfamily T, member 2	3518	5	0	0	2	2	1	0	5	5	5	1.434374e-01	1	2.800000e-02	3.235651e-02	1
242	KRTAP9-8	keratin associated protein 9-8	482	11	0	0	0	1	0	0	1	1	1	3.267092e-02	NaN	NaN	3.267092e-02	1
243	LRRC37A3	leucine rich repeat containing 37, member A3	4949	17	0	0	3	0	1	0	4	4	4	6.416333e-02	1	7.700000e-02	3.286981e-02	1
244	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	1641	67	0	1	2	1	0	1	4	4	4	1.096005e-02	1	3.920000e-01	3.309669e-02	1
245	CSN2	casein beta	707	5	0	0	0	0	0	1	1	1	1	3.317691e-02	NaN	NaN	3.317691e-02	1
246	MCHR1	melanin-concentrating hormone receptor 1	1273	20	0	0	2	0	0	0	2	2	2	1.213339e-01	1	2.700000e-02	3.327487e-02	1
247	C19orf10	chromosome 19 open reading frame 10	544	11	0	0	0	0	1	0	1	1	1	3.332126e-02	NaN	NaN	3.332126e-02	1
248	LPCAT3	lysophosphatidylcholine acyltransferase 3	1512	7	0	0	2	0	0	1	3	3	3	2.723161e-02	1	1.930000e-01	3.355281e-02	1
249	LCA5L	Leber congenital amaurosis 5-like	2043	3	0	0	4	0	0	1	5	5	5	3.209794e-02	1	9.300000e-02	3.389081e-02	1
250	RPS6	ribosomal protein S6	774	27	0	0	1	0	1	0	2	2	2	3.402691e-02	NaN	NaN	3.402691e-02	1
251	CPEB1	cytoplasmic polyadenylation element binding protein 1	1748	16	0	0	3	1	0	0	4	4	4	9.038665e-02	1	2.600000e-02	3.465653e-02	1
252	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	1084	0	0	0	0	0	0	1	1	1	1	3.467432e-02	NaN	NaN	3.467432e-02	1
253	RNF220	ring finger protein 220	1755	14	0	0	1	1	1	0	3	3	3	3.008178e-02	1	1.660000e-01	3.476702e-02	1
254	ACSM5	acyl-CoA synthetase medium-chain family member 5	1792	1	0	0	0	0	1	0	1	1	1	3.491852e-02	NaN	NaN	3.491852e-02	1
255	DPP8	dipeptidyl-peptidase 8	2777	1	0	0	0	0	1	1	2	2	2	1.358054e-02	1	2.840000e-01	3.496267e-02	1
256	CLN3	ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	1441	3	0	0	0	0	0	1	1	1	1	3.507800e-02	NaN	NaN	3.507800e-02	1
257	GRAMD1C	GRAM domain containing 1C	2059	9	0	0	0	1	0	0	1	1	1	3.528460e-02	NaN	NaN	3.528460e-02	1
258	ACTG1	actin, gamma 1	1148	54	1	0	2	0	0	1	3	3	3	4.629936e-02	1	1.190000e-01	3.536588e-02	1
259	TACC3	transforming, acidic coiled-coil containing protein 3	2576	0	0	0	2	0	0	0	2	2	2	5.742651e-01	1	1.000000e-02	3.537378e-02	1
260	STK31	serine/threonine kinase 31	3156	20	0	0	3	0	0	0	3	3	3	2.373528e-02	1	2.170000e-01	3.562515e-02	1
261	TAS2R31	taste receptor, type 2, member 31	934	20	0	0	2	0	0	1	3	3	3	5.806688e-03	1	7.730000e-01	3.570384e-02	1
262	MUC4	mucin 4, cell surface associated	6356	14	0	4	9	1	0	1	11	11	11	3.586433e-02	NaN	NaN	3.586433e-02	1
263	CCDC57	coiled-coil domain containing 57	2812	7	0	0	3	0	1	1	5	4	5	5.853894e-03	1	6.260000e-01	3.594670e-02	1
264	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	1276	3	0	0	2	0	0	1	3	3	3	5.878619e-03	1	8.280000e-01	3.607375e-02	1
265	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	1470	1	0	0	2	0	1	0	3	3	3	1.858138e-02	1	2.590000e-01	3.613373e-02	1
266	UBAP1	ubiquitin associated protein 1	1768	67	0	0	0	1	1	0	2	2	2	3.617997e-02	NaN	NaN	3.617997e-02	1
267	AKAP4	A kinase (PRKA) anchor protein 4	2585	11	0	0	5	0	0	0	5	5	5	8.115934e-02	1	1.350000e-02	3.622665e-02	1
268	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like	1870	20	0	1	2	0	1	0	3	3	3	5.932855e-03	1	5.040000e-01	3.635208e-02	1
269	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	468	12	0	0	2	0	0	0	2	2	2	2.989766e-02	1	1.560000e-01	3.643809e-02	1
270	AQR	aquarius homolog (mouse)	4594	12	0	0	3	1	0	0	4	4	4	2.392291e-02	1	2.260000e-01	3.647483e-02	1
271	KIAA1324	KIAA1324	3130	22	0	0	2	1	0	0	3	3	3	3.168691e-02	1	1.370000e-01	3.647654e-02	1
272	ZNF438	zinc finger protein 438	2512	18	0	0	1	1	0	0	2	2	2	2.854598e-01	1	1.800000e-02	3.666863e-02	1
273	FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase)	1314	16	0	1	1	0	1	0	2	2	2	7.737862e-02	1	4.200000e-02	3.687765e-02	1
274	MYH7B	myosin, heavy chain 7B, cardiac muscle, beta	6124	4	0	0	11	0	1	0	12	12	12	6.567842e-02	7.600000e-02	2.580000e-01	3.691282e-02	1
275	C11orf35	chromosome 11 open reading frame 35	1993	6	3	0	2	0	2	0	4	2	4	3.039475e-01	1	1.800000e-02	3.709936e-02	1
276	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	1188	5	0	1	0	0	1	1	2	2	2	3.718807e-02	NaN	NaN	3.718807e-02	1
277	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas)	758	3	0	0	0	0	0	1	1	1	1	3.739441e-02	NaN	NaN	3.739441e-02	1
278	POGZ	pogo transposable element with ZNF domain	4316	2	0	0	5	0	1	0	6	6	6	6.166077e-03	1	7.370000e-01	3.754335e-02	1
279	TSC1	tuberous sclerosis 1	3579	3	0	0	1	1	0	0	2	2	2	1.563282e-02	1	3.310000e-01	3.766808e-02	1
280	CD33	CD33 molecule	1132	5	0	0	2	0	0	0	2	2	2	1.552113e-01	1	3.200000e-02	3.775884e-02	1
281	STRN4	striatin, calmodulin binding protein 4	2358	102	0	1	0	2	0	2	4	4	4	1.544857e-02	1	2.800000e-01	3.784683e-02	1
282	MKNK2	MAP kinase interacting serine/threonine kinase 2	1543	20	1	0	0	0	1	0	1	1	1	3.795813e-02	NaN	NaN	3.795813e-02	1
283	OSBP2	oxysterol binding protein 2	2803	0	0	0	2	0	0	1	3	3	3	7.445645e-02	1	5.100000e-02	3.799187e-02	1
284	CCNT2	cyclin T2	2227	2	0	0	0	0	1	0	1	1	1	3.809378e-02	NaN	NaN	3.809378e-02	1
285	SERTAD3	SERTA domain containing 3	595	29	0	0	3	0	0	0	3	3	3	1.233243e-02	1	4.410000e-01	3.810784e-02	1
286	FAM153A	family with sequence similarity 153, member A	1009	0	0	0	0	0	0	1	1	1	1	3.828641e-02	NaN	NaN	3.828641e-02	1
287	GPR3	G protein-coupled receptor 3	997	1	0	0	0	0	0	1	1	1	1	3.838322e-02	NaN	NaN	3.838322e-02	1
288	LRP4	low density lipoprotein receptor-related protein 4	5866	0	0	0	2	1	1	0	4	4	4	6.334519e-03	1	2.390000e-01	3.839822e-02	1
289	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	3449	0	0	0	3	0	0	0	3	2	2	6.343139e-01	1.000000e-02	1.936000e-01	3.844184e-02	1
290	KIAA1614	KIAA1614	3607	15	0	1	3	1	0	0	4	4	4	1.225663e-01	1	4.300000e-02	3.859515e-02	1
291	OR2W3	olfactory receptor, family 2, subfamily W, member 3	943	17	0	1	2	0	0	0	2	2	2	5.836018e-01	1	1.000000e-02	3.882841e-02	1
292	MUSK	muscle, skeletal, receptor tyrosine kinase	2700	22	0	1	3	0	0	1	4	4	4	1.853226e-01	1	1.900000e-02	3.916465e-02	1
293	LDOC1L	leucine zipper, down-regulated in cancer 1-like	720	11	0	0	0	1	0	0	1	1	1	3.925940e-02	NaN	NaN	3.925940e-02	1
294	TRIM24	tripartite motif-containing 24	3225	12	0	0	2	0	0	1	3	3	3	2.828943e-01	1	1.600000e-02	3.926677e-02	1
295	ACAN	aggrecan	7661	4	0	0	5	0	1	0	6	6	6	5.102497e-02	1	1.100000e-01	3.964724e-02	1
296	PNMAL1	PNMA-like 1	1350	9	0	0	1	1	0	0	2	2	2	4.018125e-02	1	1.340000e-01	3.968493e-02	1
297	GPATCH4	G patch domain containing 4	1176	5	0	0	1	0	1	0	2	2	2	1.907849e-02	1	1.460000e-01	3.974233e-02	1
298	B4GALNT3	beta-1,4-N-acetyl-galactosaminyl transferase 3	3073	8	0	0	3	0	1	0	4	4	4	5.198760e-02	1	8.000000e-02	3.974870e-02	1
299	P2RX2	purinergic receptor P2X, ligand-gated ion channel, 2	1530	13	0	0	5	0	1	0	6	6	6	6.615096e-03	1	5.240000e-01	3.981230e-02	1
300	C1orf107	chromosome 1 open reading frame 107	2317	2	0	0	0	2	0	0	2	2	2	1.013590e-02	1	4.990000e-01	4.049047e-02	1
301	GPR144	G protein-coupled receptor 144	2967	0	0	0	0	1	0	0	1	1	1	4.057279e-02	NaN	NaN	4.057279e-02	1
302	NUP160	nucleoporin 160kDa	4453	29	1	2	1	1	0	1	3	3	3	2.193273e-01	1	1.510000e-02	4.062390e-02	1
303	SELL	selectin L (lymphocyte adhesion molecule 1)	1190	103	0	0	3	1	0	0	4	4	4	6.791209e-03	1	6.020000e-01	4.069378e-02	1
304	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	7658	15	0	1	3	1	0	0	4	4	4	6.839449e-03	1	4.040000e-01	4.093443e-02	1
305	TNRC6C	trinucleotide repeat containing 6C	5262	7	0	2	3	1	0	2	6	6	6	1.995683e-02	1	2.740000e-01	4.116188e-02	1
306	COL6A3	collagen, type VI, alpha 3	9753	3	0	1	2	2	0	0	4	4	4	4.788176e-02	1	1.370000e-01	4.121100e-02	1
307	MYOT	myotilin	1532	18	0	0	1	1	0	0	2	2	2	6.940767e-03	1	6.530000e-01	4.143876e-02	1
308	BCL10	B-cell CLL/lymphoma 10	710	68	0	0	2	0	0	1	3	3	3	3.296699e-02	1	1.780000e-01	4.167834e-02	1
309	GLUD2	glutamate dehydrogenase 2	1679	13	0	0	1	0	0	0	1	1	1	4.178971e-02	NaN	NaN	4.178971e-02	1
310	ZC3HC1	zinc finger, C3HC-type containing 1	1547	24	1	0	0	2	0	0	2	2	2	7.013643e-03	1	8.920000e-01	4.180060e-02	1
311	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	1210	29	0	0	1	0	1	0	2	2	2	3.597305e-02	1	1.880000e-01	4.198439e-02	1
312	LRRC16B	leucine rich repeat containing 16B	4277	7	0	0	3	1	0	0	4	4	4	7.143292e-02	1	9.300000e-02	4.244245e-02	1
313	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	1201	5	2	1	0	1	0	0	1	1	1	4.248836e-02	NaN	NaN	4.248836e-02	1
314	PLA2G3	phospholipase A2, group III	1554	31	0	0	2	0	0	0	2	2	2	1.902664e-01	1	3.500000e-02	4.287102e-02	1
315	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	1939	9	0	0	1	1	0	0	2	2	2	7.246425e-03	1	7.630000e-01	4.295135e-02	1
316	KLF10	Kruppel-like factor 10	1460	30	0	0	4	0	0	1	5	5	5	7.257256e-03	1	8.600000e-01	4.300471e-02	1
317	CRABP1	cellular retinoic acid binding protein 1	426	28	0	0	0	0	1	0	1	1	1	4.323921e-02	NaN	NaN	4.323921e-02	1
318	MYST1	MYST histone acetyltransferase 1	1509	8	0	0	0	0	1	0	1	1	1	4.343421e-02	NaN	NaN	4.343421e-02	1
319	TYROBP	TYRO protein tyrosine kinase binding protein	360	6	0	0	0	0	0	1	1	1	1	4.383061e-02	NaN	NaN	4.383061e-02	1
320	CCAR1	cell division cycle and apoptosis regulator 1	3549	4	0	0	4	3	0	1	8	7	8	7.428474e-03	1	8.220000e-01	4.384608e-02	1
321	PI16	peptidase inhibitor 16	1416	4	0	1	5	0	0	0	5	5	4	5.424955e-02	1.190000e-01	9.800000e-01	4.386430e-02	1
322	TSTA3	tissue specific transplantation antigen P35B	1006	35	0	0	2	0	0	0	2	2	2	1.441497e-01	1	1.310000e-02	4.389339e-02	1
323	CFP	complement factor properdin	1448	0	1	1	1	1	0	1	3	3	3	9.839113e-02	1	5.500000e-02	4.408737e-02	1
324	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	1521	36	0	0	5	0	0	0	5	5	5	7.487172e-03	1	4.030000e-01	4.413361e-02	1
325	KATNB1	katanin p80 (WD repeat containing) subunit B 1	2040	7	0	0	0	0	1	0	1	1	1	4.431044e-02	NaN	NaN	4.431044e-02	1
326	DDX55	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	1857	76	0	0	3	0	0	2	5	5	5	7.523944e-03	1	7.190000e-01	4.431351e-02	1
327	COL4A4	collagen, type IV, alpha 4	5260	5	0	0	4	0	0	0	4	4	4	1.598626e-01	1	4.000000e-02	4.504284e-02	1
328	SEC24B	SEC24 related gene family, member B (S. cerevisiae)	3901	5	0	0	1	0	0	1	2	2	2	2.962953e-02	1	2.390000e-01	4.504598e-02	1
329	BRCA2	breast cancer 2, early onset	10361	3	0	0	6	1	0	1	8	8	8	2.233215e-02	1	2.690000e-01	4.519466e-02	1
330	NDFIP2	Nedd4 family interacting protein 2	1041	7	0	0	1	0	0	0	1	1	1	4.528967e-02	NaN	NaN	4.528967e-02	1
331	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	1064	0	0	0	0	0	1	0	1	1	1	4.536489e-02	NaN	NaN	4.536489e-02	1
332	C1orf25	chromosome 1 open reading frame 25	2258	0	0	0	0	0	0	1	1	1	1	4.552419e-02	NaN	NaN	4.552419e-02	1
333	PITX1	paired-like homeodomain 1	953	2	0	0	0	0	0	1	1	1	1	4.553288e-02	NaN	NaN	4.553288e-02	1
334	PCDHGB4	protocadherin gamma subfamily B, 4	29538	25	0	1	2	1	0	0	3	3	3	5.474893e-02	1	1.380000e-01	4.553378e-02	1
335	NBL1	neuroblastoma, suppression of tumorigenicity 1	665	139	0	0	1	0	1	0	2	2	2	4.560913e-02	NaN	NaN	4.560913e-02	1
336	SPP1	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	969	46	1	0	2	0	0	1	3	3	3	4.679889e-02	1	1.070000e-01	4.573313e-02	1
337	XPO5	exportin 5	3748	3	0	0	4	0	2	0	6	6	6	7.842028e-03	1	9.810000e-01	4.586220e-02	1
338	MBOAT1	membrane bound O-acyltransferase domain containing 1	1536	1	0	0	0	0	1	0	1	1	1	4.596465e-02	NaN	NaN	4.596465e-02	1
339	SVIL	supervillin	6785	0	0	2	5	2	0	0	7	7	7	1.248382e-01	1	3.900000e-02	4.597261e-02	1
340	KIAA0802	KIAA0802	4821	59	0	2	5	0	0	0	5	5	5	2.252308e-01	2.500000e-02	9.790000e-01	4.606112e-02	1
341	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa	1303	0	0	0	0	1	0	0	1	1	1	4.625942e-02	NaN	NaN	4.625942e-02	1
342	PUM1	pumilio homolog 1 (Drosophila)	3651	32	0	1	4	1	0	0	5	5	5	2.194041e-02	1	3.300000e-01	4.634832e-02	1
343	MRPS7	mitochondrial ribosomal protein S7	755	11	0	1	1	0	0	1	2	2	2	3.202650e-02	1	4.900000e-02	4.665849e-02	1
344	LGALS14	lectin, galactoside-binding, soluble, 14	537	8	0	0	0	1	0	0	1	1	1	4.684469e-02	NaN	NaN	4.684469e-02	1
345	WBP5	WW domain binding protein 5	322	20	0	0	1	0	0	0	1	1	1	4.689429e-02	NaN	NaN	4.689429e-02	1
346	VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	398	36	0	0	0	0	1	0	1	1	1	4.723016e-02	NaN	NaN	4.723016e-02	1
347	ALK	anaplastic lymphoma receptor tyrosine kinase	4975	9	0	1	0	1	1	1	3	3	3	3.908247e-02	1	1.930000e-01	4.743705e-02	1
348	ARID1A	AT rich interactive domain 1A (SWI-like)	6934	4	0	1	2	0	1	1	4	4	4	2.242965e-02	1	2.570000e-01	4.763412e-02	1
349	TMEM126A	transmembrane protein 126A	606	21	0	0	2	0	0	0	2	2	2	3.266887e-02	1	1.590000e-01	4.790275e-02	1
350	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	3312	7	0	1	0	0	2	0	2	2	2	1.638036e-02	1	4.860000e-01	4.801415e-02	1
351	PPARG	peroxisome proliferator-activated receptor gamma	1544	5	0	0	2	0	0	1	3	3	3	6.007968e-02	1	8.800000e-02	4.802630e-02	1
352	SLC26A10	solute carrier family 26, member 10	1746	16	0	0	0	0	1	0	1	1	1	4.806980e-02	NaN	NaN	4.806980e-02	1
353	TSPAN12	tetraspanin 12	946	45	0	1	2	1	0	0	3	3	3	8.344241e-03	1	9.340000e-01	4.828131e-02	1
354	CD93	CD93 molecule	1963	0	1	1	1	1	0	0	2	2	2	2.401383e-01	1	2.700000e-02	4.857113e-02	1
355	RHPN1	rhophilin, Rho GTPase binding protein 1	2069	65	0	0	1	1	2	0	4	4	4	8.422607e-03	1	6.850000e-01	4.865602e-02	1
356	CATSPER1	cation channel, sperm associated 1	2388	8	0	0	1	0	1	0	2	2	2	8.397462e-02	1	7.500000e-02	4.893683e-02	1
357	SREBF1	sterol regulatory element binding transcription factor 1	3610	13	0	0	1	1	0	2	4	4	4	3.263450e-02	1	2.400000e-01	4.910927e-02	1
358	KPRP	keratinocyte proline-rich protein	1744	22	0	1	3	0	0	0	3	3	3	6.667813e-01	1	6.200000e-03	4.919121e-02	1
359	GLIPR1L2	GLI pathogenesis-related 1 like 2	776	7	0	0	1	0	0	0	1	1	1	4.933620e-02	NaN	NaN	4.933620e-02	1
360	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	1402	11	0	0	3	0	0	0	3	3	3	2.177558e-01	1	1.720000e-02	4.940438e-02	1
